Feature_1,Feature_2,Label
-6.821021532021971,-7.3439154635892265,2
4.356719716754442,2.6265400421211518,1
4.948899996553298,2.2814412544880573,1
-8.778728373378474,7.774355189521777,3
-8.234552071107347,6.977387793784814,3
-7.0412712918180045,-6.449584239798369,2
-3.172998607456367,8.29656215374992,0
-1.377486082326432,9.119032815897425,0
4.131802605387058,1.0642613491292132,1
4.176183707505558,1.8310785198967268,1
4.906170493115838,2.437950115998334,1
5.504642809667771,1.1116523932330684,1
-7.748477796049665,-7.72458785790188,2
-8.635229912139362,7.074350167158222,3
4.678446847685379,1.3265228171831485,1
-6.492401621400181,-6.0589306587565375,2
5.2122798943240225,2.364004434724211,1
4.548807779206752,2.326160007831478,1
-6.649187921787686,-6.899726442132402,2
-2.314747241415873,8.783236759948531,0
-7.149666474038816,-6.5063996338674475,2
5.3377770875210775,1.9793095205524842,1
-2.6410007557552575,9.22855367110537,0
-8.981696584755856,6.778984718273745,3
-3.199793769506132,9.239704939205724,0
4.142481829674858,1.6370610598225503,1
-3.4736875637894866,9.125066443317705,0
-8.827276729122278,8.329385302863873,3
-8.316564204572614,8.136905630781675,3
